,name,companyName,website,phone,email,countryName,mainStandHolderName
789,PERÚ HCT - HUARAZ CHAVÍN TOURS,PERÚ HCT - HUARAZ CHAVÍN TOURS @WTMKT21,,,,Peru,PROMPERÚ
790,PERU LEISURE TRAVEL,PERU LEISURE TRAVEL@WTMKT21,,,,Peru,PROMPERÚ
791,PERURAIL,PERURAIL@WTMKT21,,,,Peru,PROMPERÚ
792,PERUVIAN SACRED & ADVENTURE,PERUVIAN SACRED & ADVENTURE@WTMKT21,,,,Peru,PROMPERÚ
793,PERUVIAN SOUL,PERUVIAN SOUL@WTMKT21,https://www.peruviansoul.com/,,info@peruviansoul.com,Peru,PROMPERÚ
794,Pestana Hotel Group,Pestana Hotel Group@WTMKT21,,,,Portugal,Turismo de Portugal I.P
795,Pestana Pousadas de Portugal,Pestana Pousadas de Portugal@WTMKT21,,,,Portugal,Turismo de Portugal I.P
796,Petits Grans Hotels de Catalunya,Petits Grans Hotels de Catalunya@WTMKT21,https://www.costabravaverdhotels.com/en/,+34972600034,jrado@grupcostabravacentre.com,Spain,Catalan Tourist Board
797,PHAEA RESORTS,Golf Residence SA@WTMKT21,,,,Greece,Greek National Tourism Organisation
798,PHC Hotels,PHC Hotels@WTMKT21,,,,Portugal,Turismo de Portugal I.P
799,Philippine Department of Tourism - UK,Philippine Department of Tourism - UK@WTMKT21,,,,Philippines,Tourism Promotions Board (TPB) Philippines
800,Picchio Nature Tours of Japan,Picchio Nature Tours of Japan@WTMKT21,https://www.wildlife-picchio.com/,+81(0)267-45-7777,info@picchio.co.jp,Japan,Japan National Tourism Organization
801,Pioneer Personalized Holidays,Pioneer Personalized Holidays@WTMKT21,,,,India,Kerala Tourism
802,PISCEDDA TURISMO BUS & CAR OPERATOR,BARBARA PISCEDDA@WTMKT21,https://www.pisceddaturismo.com/,00393488765069,info@pisceddaturismo.com,Italy,REGIONE AUTONOMA DELLA SARDEGNA
803,PLA DE MALLORCA,MANCOMUNITAT PLA DE MALLORCA@WTMKT21,,,,Spain,"BALEARIC ISLANDS (Mallorca, Menorca, Ibiza & Formentera)"
804,Place 2 be srl,Place 2 be srl@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
805,Planet Tours & Travel,Planet Tours & Travel @WTMKT21,http://www.planet.com.eg,0020166656664,info@planet.com.eg,Egypt,Egyptian Tourism Promotion Board
806,"Plantation on Crystal River, Florida",Plantation on Crystal River@WTMKT21,,,,United States,Visit Florida
807,Platinum Services,Barbados Tourism Marketing Inc@WTMKT21,,,,Barbados,Barbados Tourism Marketing Inc
808,Playa Hotels and Resorts,Playa Hotels and Resorts @WTMKT21,https://www.playaresorts.com/,,commercial@amgltd.biz,United Kingdom,Jamaica Tourist Board
809,Playa Nicuesa Rainforest Lodge,Playa Nicuesa Rainforest Lodge@WTMKT21,https://www.nicuesalodge.com/,506-2258-8250,reservations@nicuesalodge.com,Costa Rica,Costa Rica Tourist Board
810,Plaza Tours/ DMC Arabia,Plaza Tours/ DMC Jordan@WTMKT21,,,,Jordan,Jordan Tourism Board
811,Plitvice Lakes National Park,Plitvice Lakes National Park@WTMKT21,,,,Croatia,Croatian National Tourist Board
812,Pointers Travel d.o.o.,Pointers Travel d.o.o.,,,,Croatia,
813,Pokhara Mountain Bike Adventure,Pokhara Mountain Bike Adventure@WTMKT21,,,,Nepal,Import Promotion Desk (IPD) - Sustainable Tourism Programme
814,Poland Tour,Poland Tour D.Racz M.Robak s.c.@WTMKT21,,,,Poland,Polish Tourism Organisation
815,POLIN GROUP GREECE,KIPOL AE@WTMKT21,,,,Greece,Greek National Tourism Organisation
816,Polish Tourism Organisation,Polish Tourism Organisation,https://www.poland.travel/en,07467220747,london@pot.gov.pl,United Kingdom,
817,POLLENÇA,POLLENÇA AJUNTAMENT@WTMKT21,,,,Spain,"BALEARIC ISLANDS (Mallorca, Menorca, Ibiza & Formentera)"
818,Pompei Easy Car,Pompei Easy Car@WTMKT21,https://www.pompeieasycar.com,+39 3294590275,info@pompeieasycar.com,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
819,Pordenone Turismo - Consortium,Pordenone Turismo - Consortium@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
820,PORTAVENTURA WORLD,PORTAVENTURA WORLD@WTMKT21,https://www.portaventuraworld.com/en,,,Spain,Catalan Tourist Board
821,Postojna Cave Park & Hotels,Postojna Cave@WTMKT21,https://www.postojnska-jama.eu/en/,+386 5 700 01 00 ,info@postojnska-jama.eu,Slovenia,Slovenian Tourist Board
822,Gulet Andjeo Cruising,"PP travel, vl.Dragan Pivac",https://www.guletandjeocruising.com,+385915589531,gulet.andjeo@gmail.com,Croatia,
823,Prague Boats,Prague Boats@WTMKT21,,,,Czech Republic,Czech Tourist Authority - CzechTourism
824,PREMIUM HOTEL GEST S.R.L.,PREMIUM HOTEL GEST S.R.L.,https://www.tridentecollection.com/,+39 06 99345109,info@tridentecollection.com,Italy,
825,PREMIUM INCOMING,STH SPECIAL TOURS HUNGARY KFT@WTMKT21,,,,Hungary,Visit Hungary
826,prima,prima@WTMKT21,https://www.prima-hotels-israel.com/,0097235212500,reservation@prima.co.il,Israel,Israel Government Tourist Office
827,PROCOLOMBIA ,PROCOLOMBIA UK,https://colombia.travel/es,+5511945355583,papaulagi@hotmail.com,United Kingdom,
828,PROMPERÚ,PROMPERÚ,https://www.peru.travel,+511 6167300,,Peru,
829,Provincial Tourism and Creative Economy Department of East Nusa Tenggara,Provincial Tourism and Creative Economy Department of East Nusa Tenggara@WTMKT21,,,,Indonesia,The Ministry of Tourism and Creative Economy of the Republic of Indonesia
830,PT Citra Gilang Pariwisata,PT Citra Gilang Pariwisata@WTMKT21,,,,Indonesia,The Ministry of Tourism and Creative Economy of the Republic of Indonesia
831,PT Warna Indonesia Hiznata Dakara Tour & Travel,PT Warna Indonesia Hiznata Dakara Tour & Travel @WTMKT21,,,,Indonesia,The Ministry of Tourism and Creative Economy of the Republic of Indonesia
832,PT. Javatraveller Indonesia,PT. Javatraveller Indonesia@WTMKT21,,,,Indonesia,The Ministry of Tourism and Creative Economy of the Republic of Indonesia
833,Public Institution Vransko jezero Nature Park,Public Institution Vransko jezero Nature Park@WTMKT21,http://www.pp-vransko-jezero.hr/en/,+38523383181,info@pp-vransko-jezero.hr,Croatia,Croatian National Tourist Board
834,Pugliapromozione - Regional Tourism Board,Pugliapromozione - Regional Tourism Board@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
835,Pullman Maldives Maamutaa Resort,Pullman Maldives Maamutaa Resort@WTMKT21,https://www.pullmanmaldivesmaamutaa.com/,,h9924@accor.com,Maldives,Maldives Marketing and Public Relations Corporation
836,Qasr Al Watan,Qasr Al Watan @WTMKT21,https://www.qasralwatan.ae,+971600544442,contact@qasralwatan.ae,United Arab Emirates,Department of Culture and Tourism – Abu Dhabi
837,Qatar Airways,Qatar Airways@WTMKT21,https://www.qatarairways.com,,,United Kingdom,Qatar Tourism
838,Qatar Tourism,Qatar National Tourism Council,,,,Qatar,
839,Qatar Tourism,Qatar Tourism@WTMKT21,,,,Qatar,Qatar Tourism
840,Radisson Blu Resort Fujairah,Radisson Blu Resort Fujairah@WTMKT21,,,,United Arab Emirates,"Fujairah Tourism & Antiquities Authority, Government of Fujairah"
841,Rahaa Resort,Rahaa Resort @WTMKT21,,,,Maldives,Maldives Marketing and Public Relations Corporation
842,Raja Ampat Dive Lodge,Raja Ampat Dive Lodge@WTMKT21,,,,Indonesia,The Ministry of Tourism and Creative Economy of the Republic of Indonesia
843,RAMADA COLOMBO,RAMADA By Wyndham Colombo@WTMKT21,,,,Sri Lanka,Sri Lanka Tourism Promotion Bureau
844,Rare India,RARE India@WTMKT21,,,,India,Madhya Pradesh Tourism Board
845,Ras Al Khaimah Tourism Development Authority,Ras Al Khaimah Tourism Development Authority,https://visitrasalkhaimah.com/,+971 07 233 8998,info@raktda.com,United Arab Emirates,
846,Ravelino Tours & Travel,Ravelino Tours & Travel@WTMKT21,,,,Indonesia,The Ministry of Tourism and Creative Economy of the Republic of Indonesia
847,Red Elephant Reps,Red Elephant Reps@WTMKT21,https://www.redelephantreps.com/,,marcus@redelephantreps.com,Thailand,Tourism Authority Of Thailand -TAT Europe
848,Reed Exhibitions Test,Reed Exhibitions Test,https://www.google.com,02070343266,example@reedexpo.co.uk,United Kingdom,
849,Reethi Beach Resort,Reethi Beach Resort@WTMKT21,https://www.reethibeach.com,+960 6602626,sales@reethibeach.com,Maldives,Maldives Marketing and Public Relations Corporation
850,Reethi Faru Resort,Reethi Faru Resort@WTMKT21,http://www.reethifaru.com,+9604004000,inquiry@reethifaru.com,Maldives,Maldives Marketing and Public Relations Corporation
851,Regency Salgados Hotel & Spa,Regency Salgados Hotel & Spa@WTMKT21,,,,Portugal,Turismo de Portugal I.P
852,Regency Travel & Tours,Regency Travel & Tours @WTMKT21,https://www.regencyholidays.com,+974 55876395,farooq@regencyholidays.com,Qatar,Qatar Tourism
853,REGION OF CRETE,REGION OF CRETE@WTMKT21,,,,Greece,Greek National Tourism Organisation
854,REGION OF ERIRUS,ENCORE AE@WTMKT21,,,,Greece,Greek National Tourism Organisation
855,REGION OF IONIAN ISLANDS,REGION OF IONIAN ISLANDS@WTMKT21,,,,Greece,Greek National Tourism Organisation
856,REGION OF MADRID,REGION OF MADRID@WTMKT21,http://www.turismomadrid.es/en,91 722 66 82,destinos.turisticos@madrid.org,Spain,Turespana
857,Regione Abruzzo,Regione Abruzzo@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
858,REGIONE AUTONOMA DELLA SARDEGNA,REGIONE AUTONOMA DELLA SARDEGNA,,,,Italy,
859,VENETO - Regional Tourism Board,Regione del Veneto,https://www.veneto.eu,00390412795456,promoeconomia@regione.veneto.it,Italy,
860,Relais Terre di Terre - Masseria Bosco & Masseria Strazzati,Relais Terre di Terre - Masseria Bosco & Masseria Strazzati @WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
861,RENATA TRAVEL DMC SARDINIA,RENATA TRAVEL EVENTS GROUP SRL@WTMKT21,,,,Italy,REGIONE AUTONOMA DELLA SARDEGNA
862,Renfe-SNCF en Cooperación,Renfe-SNFC en Cooperación@WTMKT21,https://www.renfe-sncf.com,,,Spain,Catalan Tourist Board
863,Rentyl Resorts,Rentyl Resorts@WTMKT21,,,,United States,Visit Florida
864,Reollo Travel Pvt Ltd,Reollo Travel Pvt Ltd@WTMKT21,,,,Maldives,Maldives Marketing and Public Relations Corporation
865,RESERVENICE.COM,RESERVENICE.COM@WTMKT21,,,,Italy,VENETO - Regional Tourism Board
866,Resort Life Maldives Pvt Ltd,Resort Life Maldives Pvt Ltd@WTMKT21,,,,Maldives,Maldives Marketing and Public Relations Corporation
867,Resorts World Las Vegas,Resorts World Las Vegas@WTMKT21,,,,United States,Las Vegas Convention and Visitors Authority
868,Responsible Adventures,Responsible Adventures@WTMKT21,,,,Nepal,Import Promotion Desk (IPD) - Sustainable Tourism Programme
869,Responsible Travel,Responsible Travel@WTMKT21,,,,Uzbekistan,Import Promotion Desk (IPD) - Sustainable Tourism Programme
870,Restaurants Chez Léon & Aux Armes de Bruxelles,Restaurants Chez Léon & Aux Armes de Bruxelles@WTMKT21,https://www.chezleon.be,003225111415,welcome@leon1893.com,Belgium,Belgium - visit.brussels
871,Reykjavik Excursions & Icelandic Mountainguides,Reykjavik Excursions@WTMKT21,https://www.re.is & https://www.mountainguides.is/,+354 5805400,sales@re.is,Iceland,ETOA - European tourism association
872,Rialma,Rialma@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
873,Rida International Travel & Tourism,Rida International Travel & Tourism@WTMKT21,https://www.ridaint.com,+97142944511,ridaint@ridaint.com,United Arab Emirates,Department of Ajman Tourism
874,Rila Travel - Culture & Active Holidays,Rila Travel@WTMKT21,https://www.rilatravel.com/; www.guidedtoursbulgaria.com,359888528513,info@rilatravel.com,Bulgaria,Ministry of Tourism of The Republic of Bulgaria
875,Risorgimento Resort,Risorgimento Resort@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
876,Ritz Carlton,Ritz Carlton @WTMKT21,,,,Saudi Arabia,Saudi Tourism Authority
877,RIVIERA DEL BRENTA,RIVIERA DEL BRENTA@WTMKT21,https://www.larivieradelbrenta.it/#,,info@larivieradelbrenta.it,Italy,VENETO - Regional Tourism Board
878,Riviera del Sole,Riviera del Sole@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
879,Rixos Bab Al Bahr ,Rixos Bab Al Bahr @WTMKT21,https://www.rixos.com/en/hotel-resort/rixos-bab-al-bahr,,,United Arab Emirates,Ras Al Khaimah Tourism Development Authority
880,RMP Travel Inc.,RMP Travel Inc.@WTMKT21,,,,United States,NYC & Company
881,ROBERT ARRIGO & SONS LTD,ROBERT ARRIGO & SONS LTD@WTMKT21,https://www.robertarrigo.com ,+35623285000,sales@robertarrigo.com,Malta,MALTA TOURISM AUTHORITY
882,Robinson Club Maldives,Robinson Club Maldives@WTMKT21,https://www.robinson.com,,marko.muthig@robinson.com,Maldives,Maldives Marketing and Public Relations Corporation
883,Rockefeller Center - Tishman Speyer,Rockefeller Center - Tishman Speyer@WTMKT21,,,,United States,NYC & Company
884,RÒSEO EUROTERME WELLNESS RESORT,RÒSEO EUROTERME WELLNESS RESORT@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
885,Rosewood Baha Mar,Baha Mar@WTMKT21,,,,Bahamas,Bahamas Tourist Office
886,Rotana Hotels,Rotana Hotels @WTMKT21,,,,Saudi Arabia,Saudi Tourism Authority
887,Rotterdam Partners – Tourism Board,Rotterdam Partners – Tourism Board@WTMKT21,,,,Netherlands,Keukenhof
888,Rovos Rail Tours (Pty) Ltd.,Rovos Rail Tours (Pty) Ltd. @WTM21,https://rovos.com,+27123158242,reservations@rovos.co.za,South Africa,
889,Royal Commission for AlUla,Royal Commission for AlUla@WTMKT21,,,,Saudi Arabia,Saudi Tourism Authority
890,Royal Jordanian Airlines,Royal Jordanian Airlines@WTMKT21,,,,Jordan,Jordan Tourism Board
891,Royal Museums of Art and History,Royal Museums of Art and History@WTMKT21,,,,Belgium,Belgium - visit.brussels
892,Royaldelux,Royaldelux@WTMKT21,https://royaldelux.com/,+34.674578217,info@royaldelux.com,Spain,VALENCIA REGION
893,Rotana,Saadiyat Rotana Resort & Villas@WTMKT21,,,,United Arab Emirates,Department of Culture and Tourism – Abu Dhabi
894,SAGALÉS BUS & COACH,SAGALÉS BUS & COACH@WTMKT21,https://www.sagales.com,,,Spain,Catalan Tourist Board
895,Saint Lucia Tourism Authority,Saint Lucia Tourism Authority@WTMKT21,,,,Saint Lucia,Caribbean Tourism Organisation Chapter UK & Europe
896,Salina Turda SA,Salina Turda SA,,,,Romania,
897,SALT Representation,SALT Representation@WTMKT21,http://saltways.com,00393517719906,aloddo@saltways.com,Italy,Tourism Authority Of Thailand -TAT Europe
898,SAN SEBASTIAN TURISMOA,SAN SEBASTIAN TURISMOA@WTMKT21,,,,Spain,Turespana
899,SANI RESORT,SANI RESORT,,,,Greece,
900,SANTANYI,SANTANYI AJUNTAMENT@WTMKT21,,,,Spain,"BALEARIC ISLANDS (Mallorca, Menorca, Ibiza & Formentera)"
901,SANTIAGO DE COMPOSTELA,SANTIAGO DE COMPOSTELA@WTMKT21,https://www.santiagoturismo.com/,+34981555129,promo@santiagoturismo.com,Spain,Turespana
902,SANTRIAN RESORTS & VILLA,SANTRIAN RESORTS & VILLA@WTMKT21,,,,Indonesia,The Ministry of Tourism and Creative Economy of the Republic of Indonesia
903,Sarawak Tourism,Sarawak Tourism Board,https://www.sarawaktourism.com,+6082423600,stb@sarawaktourism.com,Malaysia,
904,SARDINIA 360 DMC – BAJA HOTELS SPA,BHTM SRL@WTMKT21,,,,Italy,REGIONE AUTONOMA DELLA SARDEGNA
905,SARDINIAN WAY DI TIRELLI D.S. E C. Snc,SARDINIAN WAY DI TIRELLI D.S. E C. Snc@WTMKT21,,,,Italy,REGIONE AUTONOMA DELLA SARDEGNA
906,Sasane Sisterhood Trekking & Travel,Sasane Sisterhood Trekking & Travel@WTMKT21,,,,Nepal,Import Promotion Desk (IPD) - Sustainable Tourism Programme
907,Sharjah Airport Travel Agency,SATA@WTMKT21,https://www.satatravels.com/, +97165618888,info@satatravels.com,United Arab Emirates,Sharjah Commerce & Tourism Development Authority
908,SATS,SATS@WTMKT21,,,,Peru,PROMPERÚ
909,Saudi Tourism Authority,Saudi Tourism Authority,https://www.sta.gov.sa,+966118808855,info@sta.gov.sa,Saudi Arabia,
910,SAUDIA,SAUDIA@WTMKT21,,,,Saudi Arabia,Saudi Tourism Authority
911,Sava Hotels & Resorts,Sava Hotels & Resorts@WTMKT21,https://www.sava-hotels-resorts.com/en/sava-hotels-resorts,00386 2 520 27 20,info@hotelibled.com,Slovenia,Slovenian Tourist Board
912,Say Yes In Italy,Say Yes In Italy@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
913,Sc pietroasa sa,Sc pietroasa sa,,,,Romania,
914,Schilthorn Cableways,Schilthorn Cableways@WTMKT21,https://schilthorn.ch/,+41338260007,info@schilthorn.ch,Switzerland,Switzerland Tourism
915,VIVA Cruises / Scylla AG,Scylla AG,http://www.viva-cruises.com/en,+4921127403250,info@viva-cruises.com,Germany,
916,Sea Travel srl,SEA TRAVEL SRL@WTMKT21,https://www.seatravelsardegna.it/en/,+39079271461,booking@seatravelsardegna.it,Italy,REGIONE AUTONOMA DELLA SARDEGNA
917,SEDUCTION VACANZE SRL,SEDUCTION VACANZE SRL @WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
918,Seera / Discover Saudi,Seera@WTMKT21,https://www.seera.sa,,,Saudi Arabia,Saudi Tourism Authority
919,Serendib Travel Holidays,Serendib Travel Holidays (Pvt) Ltd@WTMKT21,,,,Sri Lanka,Sri Lanka Tourism Promotion Bureau
920,Service Vill Chauffeur Services,Servicevill snc,https://www.servicevill.com/,+393381188705,info@servicevill.com,Italy,
921,SERVIGROUP HOTELS,SERVIGROUP HOTELS@WTMKT21,,,,Spain,Turespana
922,Paris Saint-Germain - STADIUM TOUR,SESE Parc des Princes,https://en.psg.fr/,,rsauzet@psg.fr,France,
923,Setai /Herbert Samuel / Orchid,Setai /Herbert Samuel / Orchid@WTMKT21,,,,Israel,Israel Government Tourist Office
924,Sezam Travel,Sezam Travel@WTMKT21,,,,Uzbekistan,Import Promotion Desk (IPD) - Sustainable Tourism Programme
925,Sharjah Collection By Mysk,Sharjah Collection By Mysk@WTMKT21,https://myskhotels.com/en/,+97168012000,info.sharjahcollection@myskhotels.com,United Arab Emirates,Sharjah Commerce & Tourism Development Authority
926,Sharjah Commerce & Tourism Development Authority,Sharjah Commerce & Tourism Development Authority,,97165566777,bobby.k@sharjahtourism.ae,United Arab Emirates,
927,Sharjah Institute for Heritage,Sharjah Institute for Heritage @WTMKT21,,,,United Arab Emirates,Sharjah Commerce & Tourism Development Authority
928,Sharjah International Airport,Sharjah International Airport @WTMKT21,,,,United Arab Emirates,Sharjah Commerce & Tourism Development Authority
929,"Sharq Village & Spa, a Ritz Carlton Hotel","Sharq Village & Spa, a Ritz Carlton Hotel@WTMKT21",,,,Qatar,Qatar Tourism
930,Shatour - Israel Experience Ltd.,Shatour - Israel Experience Ltd.@WTMKT21,https://www.shatour.com/,+972-2-5865267,info@shatour.com,Israel,Israel Government Tourist Office
931,Sheraton Bali Kuta Resort,Sheraton Bali Kuta Resort@WTMKT21,,,,Indonesia,The Ministry of Tourism and Creative Economy of the Republic of Indonesia
932,"Sheraton Grand Doha, Resort & Convention Hotel","Sheraton Grand Doha, Resort & Convention Hotel@WTMKT21",https://www.marriott.com/DOHSI,+97466283265,mehdi.bouhaddioui@sheraton.com,Qatar,Qatar Tourism
933,Sheraton Maldives Full Moon Resort & Spa,Sheraton Maldives Full Moon Resort & Spa@WTMKT21,,,,Maldives,Maldives Marketing and Public Relations Corporation
934,Sheraton Sharjah Beach Resort & Spa,Sheraton Sharjah Beach Resort & Spa@WTMKT21,https://www.marriott.com/SHJSI,+97165630000,Polina.Kaminskaya@sheraton.com,United Arab Emirates,Sharjah Commerce & Tourism Development Authority
935,"Shikhar Travels (India) Pvt Ltd.,","Shikhar Travels (India) Pvt Ltd.,@WTMKT21",,,,India,Madhya Pradesh Tourism Board
936,ShiraYuri Travel & Tours,ShiraYuri Travel & Tours@WTMKT21,,,,Maldives,Maldives Marketing and Public Relations Corporation
937,Shurooq- Sharjah Investment and Development Authority,Shurooq - Sharjah Investment and Development Authority@WTMKT21,,,,United Arab Emirates,Sharjah Commerce & Tourism Development Authority
938,Dalmatia Šibenik ,Šibenik Knin County Tourist Board@WTMKT21,http://www.dalmatiasibenik.hr/,00385 22 219 072 ,info@dalmatiasibenik.hr,Croatia,Croatian National Tourist Board
939,Siddhalepa Ayurveda and Anarva,Siddhalepa Ayurveda and Anarva @WTMKT21,,,,Sri Lanka,Sri Lanka Tourism Promotion Bureau
940,SIDETOURS INCOMING SERVICES,SIDETOURS INCOMING SERVICES@WTMKT21,,,,Spain,"BALEARIC ISLANDS (Mallorca, Menorca, Ibiza & Formentera)"
941,Siroko Travel,Siroko Travel@WTMKT21,,,,Tunisia,Import Promotion Desk (IPD) - Sustainable Tourism Programme
942,SK HOSPITALITY,SK HOSPITALITY @WTMKT21,,,,Greece,Greek National Tourism Organisation
943,Skål International,Skal International,,,,Spain,
944,Slovenian Tourist Board,Slovenian Tourist Board,https://www.slovenia.info/en,+386 1 589 85 50,info@slovenia.info,Slovenia,
945,Slow Lake Como,Slow Lake Como@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
946,Smartwings Group ,Smartwings@WTMKT21,https://www.smartwings.com,+420 284 000 611,info@smartwings.com,Czech Republic,Czech Tourist Authority - CzechTourism
947,SMS TOURISM,SMS TOURISM@WTMKT21,,,,Malta,MALTA TOURISM AUTHORITY
948,Snaeland Travel,Snaeland Grimsson ehf@WTMKT21,,,,Iceland,Airport Direct ehf
949,SNCF,SNCF@WTMKT21,,,,France,ATOUT FRANCE
950,Somatheeram Ayurveda Group,Somatheeram Ayurveda Group@WTMKT21,,,,India,Kerala Tourism
951,Sorrento Coast,Sorrento Coast@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
952,SORRENTO COAST - ATAPS,SORRENTO COAST - ATAPS@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
953,SOS TRAVEL TOUR OPERATOR,SOS TRAVEL SP ZOO@WTMKT21,,,,Poland,Polish Tourism Organisation
954,Soudah Development Company,Soudah Development Company@WTMKT21,,,,Saudi Arabia,Saudi Tourism Authority
955,South African National Parks,South African National Parks@WTMKT21,http://www.sanparks.org,+27 12 428 9111,reservations@sanparks.org,South Africa,South African Tourism
956,South African Tourism,South African Tourism,https://www.southafrica.net,+27118953000,mmabathos@southafrica.net,South Africa,
957,SOUTH AMERICAN DESTINATION,SOUTH AMERICAN DESTINATION@WTMKT21,https://www.southamericandestination.com,+ 51 991699897   +51 998116182,leticia@southamericandestination.com,Peru,PROMPERÚ
958,SOUTH AMERICAN TOURS,SOUTH AMERICAN TOURS@WTMKT21,,,,Peru,PROMPERÚ
959,South Beach Group Hotels,South Beach Group Hotels@WTMKT21,,,,United States,Visit Florida
960,South Moravia,South Moravia@WTMKT21,,,,Czech Republic,Czech Tourist Authority - CzechTourism
961,South Sinai,South Sinai@WTMKT21,,,,Egypt,Egyptian Tourism Promotion Board
962,Turespana,Spanish Tourist Office - London,https://www.spain.info,,,Spain,
963,Splendid Asia,Splendid Asia@WTMKT21,http://www.splendidasia.com,+960 3312460,sales@splendidasia.com,Maldives,Maldives Marketing and Public Relations Corporation
964,Split - Dalmatia County Tourist Board/ Tourist Board of Split,Split - Dalmatia County Tourist Board/ Tourist Board of Split@WTMKT21,https://www.dalmatia.hr,021490032,info@dalmatia.hr,Croatia,Croatian National Tourist Board
965,SPRINGBOK ATLAS TOURS & SAFARIS,SPRINGBOK ATLAS TOURS & SAFARIS@WTMKT21,https://www.springbokatlas.com/,+27214604700  ,christelle.debeer@springbokatlas.com,South Africa,South African Tourism
966,Sri Lanka Tourism Promotion Bureau,Sri Lanka Tourism Promotion Bureau,https://www.srilanka.travel/,+94 112426900,info@srilanka.travel,Sri Lanka,
967,Sri Lankan Airlines,Sri Lankan Airlines,,,,United Kingdom,
968,St. James Travel & Tours,Barbados Tourism Marketing Inc.@WTMKT21,,,,Barbados,Barbados Tourism Marketing Inc
969,Staycity Group,Staycity Aparthotels,https://www.staycity.com/,+35316776600,info@staycity.com,Ireland,
970,StayUpon Hospitality Group,StayUpon Hospitality Group@WTMKT21,,,,Portugal,Turismo de Portugal I.P
971,Steve Kay Productions,Steve Kay Productions@WTMKT21,,646-872-3786,reservations@stevekayproductions.com,United States,NYC & Company
972,"Sthala, a Tribute Portfolio Hotel, Ubud Bali by Marriott International","Sthala, a Tribute Portfolio Hotel, Ubud Bali by Marriott International@WTMKT21",https://www.sthalabali.com,623613018700,resv.sthala@tributeportfolio.com,Indonesia,The Ministry of Tourism and Creative Economy of the Republic of Indonesia
973,"Strat Hotel, Casino and Skypod","Strat Hotel, Casino and Skypod@WTMKT21",,,,United States,Las Vegas Convention and Visitors Authority
974,STUDENT TRAVEL AGENTS NETWORK,STUDENT TRAVEL AGENTS NETWORK,http://www.studentravel.eu,,info@studentravel.eu,Spain,
975,SU GOLOGONE EXPERIENCE HOTEL,SU GOLOGONE SRL@WTMKT21,https://www.sugologone.it/en,0039 0784287512,info@sugologone.it,Italy,REGIONE AUTONOMA DELLA SARDEGNA
976,Sud Italia Hotels,Sud Italia Hotels@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
977,SUMMIT One Vanderbilt,SUMMIT One Vanderbilt@WTMKT21,,,,United States,NYC & Company
978,SUN GATE TOURS,SUN GATE TOURS@WTMKT21,https://www.sungatetours.com,+51  901 994 670,sales@sungatetours.com,Peru,PROMPERÚ
979,Sun Ocean Pvt Ltd,Sun Ocean Pvt Ltd@WTMKT21,,,,Maldives,Maldives Marketing and Public Relations Corporation
980,Sun Siyam Resort,Sun Siyam Resort@WTMKT21,,,,Maldives,Maldives Marketing and Public Relations Corporation
981,Sun Travel & Tours Pvt Ltd,Sun Travel & Tours Pvt Ltd@WTMKT21,,,,Maldives,Maldives Marketing and Public Relations Corporation
982,Sungroup Barbados,Barbados Tourism Marketing Inc.@WTMKT21,https://www.resort-marketing.co.uk,01245 459 900,res@resort-marketing.co.uk,United Kingdom,Barbados Tourism Marketing Inc
983,SUNRISE SL,SUNRISE SRI LANKA TOURS AND TRAVELS@WTMKT21,,,,Sri Lanka,Sri Lanka Tourism Promotion Bureau
984,Sunswept Resorts,Sunswept Resorts@WTMKT21,,,,United Kingdom,Caribbean Tourism Organisation Chapter UK & Europe
985,Sweet Central Hotel,Sweet Central Hotel@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
986,Swiss Travel Costa Rica,Swiss Travel Costa Rica @WTMKT21,,,,Costa Rica,Costa Rica Tourist Board
987,Switzerland Tourism,Switzerland Tourism,,,,United Kingdom,
988,TABOR GROUP,TABOR GROUP@WTMKT21,https://taborbus.com/,0034677087403,aida.comercial@taborbus.com,Spain,Turespana
989,Tacapes Tours,Tacapes Tours@WTMKT21,,,,Tunisia,Import Promotion Desk (IPD) - Sustainable Tourism Programme
